id,userId,couponId,orderId,code,status,obtainTime,useTime,expireTime,createTime,updateTime,isDelete
1555,683,2221,2221,CODE202603002221,0,2026-01-22 23:04:00,,2026-07-21 22:59:00,2026-01-22 22:59:00,2026-01-22 23:04:00,0
1556,686,2222,2222,CODE202603002222,0,2026-01-21 23:03:00,,2026-07-20 22:58:00,2026-01-21 22:58:00,2026-01-21 23:03:00,0
1557,689,2223,2223,CODE202603002223,1,2026-01-20 23:02:00,2026-01-21 22:57:00,2026-07-19 22:57:00,2026-01-20 22:57:00,2026-01-21 22:57:00,0
1558,695,2225,2225,CODE202603002225,0,2026-01-18 23:00:00,,2026-07-17 22:55:00,2026-01-18 22:55:00,2026-01-18 23:00:00,0
1559,698,2226,2226,CODE202603002226,3,2026-01-17 22:59:00,,2026-07-16 22:54:00,2026-01-17 22:54:00,2026-01-17 22:59:00,0
1560,701,2227,2227,CODE202603002227,0,2026-01-16 22:58:00,,2026-07-15 22:53:00,2026-01-16 22:53:00,2026-01-16 22:58:00,0
1561,704,2228,2228,CODE202603002228,1,2026-01-15 22:57:00,2026-01-16 22:52:00,2026-07-14 22:52:00,2026-01-15 22:52:00,2026-01-16 22:52:00,0
1562,713,2231,2231,CODE202603002231,0,2026-01-12 22:54:00,,2026-07-11 22:49:00,2026-01-12 22:49:00,2026-01-12 22:54:00,0
1563,716,2232,2232,CODE202603002232,0,2026-01-11 22:53:00,,2026-07-10 22:48:00,2026-01-11 22:48:00,2026-01-11 22:53:00,0
1564,719,2233,2233,CODE202603002233,1,2026-01-10 22:52:00,2026-01-11 22:47:00,2026-07-09 22:47:00,2026-01-10 22:47:00,2026-01-11 22:47:00,0
1565,725,2235,2235,CODE202603002235,0,2026-01-08 22:50:00,,2026-07-07 22:45:00,2026-01-08 22:45:00,2026-01-08 22:50:00,0
1566,728,2236,2236,CODE202603002236,3,2026-01-07 22:49:00,,2026-07-06 22:44:00,2026-01-07 22:44:00,2026-01-07 22:49:00,0
1567,731,2237,2237,CODE202603002237,0,2026-01-06 22:48:00,,2026-07-05 22:43:00,2026-01-06 22:43:00,2026-01-06 22:48:00,0
1568,734,2238,2238,CODE202603002238,1,2026-01-05 22:47:00,2026-01-06 22:42:00,2026-07-04 22:42:00,2026-01-05 22:42:00,2026-01-06 22:42:00,0
1569,743,2241,2241,CODE202603002241,0,2026-01-02 22:44:00,,2026-07-01 22:39:00,2026-01-02 22:39:00,2026-01-02 22:44:00,0
1570,746,2242,2242,CODE202603002242,0,2026-01-01 22:43:00,,2026-06-30 22:38:00,2026-01-01 22:38:00,2026-01-01 22:43:00,0
1571,749,2243,2243,CODE202603002243,1,2025-12-31 22:42:00,2026-01-01 22:37:00,2026-06-29 22:37:00,2025-12-31 22:37:00,2026-01-01 22:37:00,0
1572,755,2245,2245,CODE202603002245,0,2025-12-29 22:40:00,,2026-06-27 22:35:00,2025-12-29 22:35:00,2025-12-29 22:40:00,0
1573,758,2246,2246,CODE202603002246,3,2025-12-28 22:39:00,,2026-06-26 22:34:00,2025-12-28 22:34:00,2025-12-28 22:39:00,0
1574,761,2247,2247,CODE202603002247,0,2025-12-27 22:38:00,,2026-06-25 22:33:00,2025-12-27 22:33:00,2025-12-27 22:38:00,0
1575,764,2248,2248,CODE202603002248,1,2025-12-26 22:37:00,2025-12-27 22:32:00,2026-06-24 22:32:00,2025-12-26 22:32:00,2025-12-27 22:32:00,0
1576,773,2251,2251,CODE202603002251,0,2025-12-23 22:34:00,,2026-06-21 22:29:00,2025-12-23 22:29:00,2025-12-23 22:34:00,0
1577,776,2252,2252,CODE202603002252,0,2025-12-22 22:33:00,,2026-06-20 22:28:00,2025-12-22 22:28:00,2025-12-22 22:33:00,0
1578,779,2253,2253,CODE202603002253,1,2025-12-21 22:32:00,2025-12-22 22:27:00,2026-06-19 22:27:00,2025-12-21 22:27:00,2025-12-22 22:27:00,0
1579,785,2255,2255,CODE202603002255,0,2025-12-19 22:30:00,,2026-06-17 22:25:00,2025-12-19 22:25:00,2025-12-19 22:30:00,0
1580,788,2256,2256,CODE202603002256,3,2025-12-18 22:29:00,,2026-06-16 22:24:00,2025-12-18 22:24:00,2025-12-18 22:29:00,0
1581,791,2257,2257,CODE202603002257,0,2025-12-17 22:28:00,,2026-06-15 22:23:00,2025-12-17 22:23:00,2025-12-17 22:28:00,0
1582,794,2258,2258,CODE202603002258,1,2025-12-16 22:27:00,2025-12-17 22:22:00,2026-06-14 22:22:00,2025-12-16 22:22:00,2025-12-17 22:22:00,0
1583,803,2261,2261,CODE202603002261,0,2025-12-13 22:24:00,,2026-06-11 22:19:00,2025-12-13 22:19:00,2025-12-13 22:24:00,0
1584,806,2262,2262,CODE202603002262,0,2025-12-12 22:23:00,,2026-06-10 22:18:00,2025-12-12 22:18:00,2025-12-12 22:23:00,0
1585,809,2263,2263,CODE202603002263,1,2025-12-11 22:22:00,2025-12-12 22:17:00,2026-06-09 22:17:00,2025-12-11 22:17:00,2025-12-12 22:17:00,0
1586,815,2265,2265,CODE202603002265,0,2025-12-09 22:20:00,,2026-06-07 22:15:00,2025-12-09 22:15:00,2025-12-09 22:20:00,0
1587,818,2266,2266,CODE202603002266,3,2025-12-08 22:19:00,,2026-06-06 22:14:00,2025-12-08 22:14:00,2025-12-08 22:19:00,0
1588,821,2267,2267,CODE202603002267,0,2025-12-07 22:18:00,,2026-06-05 22:13:00,2025-12-07 22:13:00,2025-12-07 22:18:00,0
1589,824,2268,2268,CODE202603002268,1,2025-12-06 22:17:00,2025-12-07 22:12:00,2026-06-04 22:12:00,2025-12-06 22:12:00,2025-12-07 22:12:00,0
1590,833,2271,2271,CODE202603002271,0,2025-12-03 22:14:00,,2026-06-01 22:09:00,2025-12-03 22:09:00,2025-12-03 22:14:00,0
1591,836,2272,2272,CODE202603002272,0,2025-12-02 22:13:00,,2026-05-31 22:08:00,2025-12-02 22:08:00,2025-12-02 22:13:00,0
1592,839,2273,2273,CODE202603002273,1,2025-12-01 22:12:00,2025-12-02 22:07:00,2026-05-30 22:07:00,2025-12-01 22:07:00,2025-12-02 22:07:00,0
1593,845,2275,2275,CODE202603002275,0,2025-11-29 22:10:00,,2026-05-28 22:05:00,2025-11-29 22:05:00,2025-11-29 22:10:00,0
1594,848,2276,2276,CODE202603002276,3,2025-11-28 22:09:00,,2026-05-27 22:04:00,2025-11-28 22:04:00,2025-11-28 22:09:00,0
1595,851,2277,2277,CODE202603002277,0,2025-11-27 22:08:00,,2026-05-26 22:03:00,2025-11-27 22:03:00,2025-11-27 22:08:00,0
1596,854,2278,2278,CODE202603002278,1,2025-11-26 22:07:00,2025-11-27 22:02:00,2026-05-25 22:02:00,2025-11-26 22:02:00,2025-11-27 22:02:00,0
1597,863,2281,2281,CODE202603002281,0,2026-03-23 22:04:00,,2026-09-19 21:59:00,2026-03-23 21:59:00,2026-03-23 22:04:00,0
1598,866,2282,2282,CODE202603002282,0,2026-03-22 22:03:00,,2026-09-18 21:58:00,2026-03-22 21:58:00,2026-03-22 22:03:00,0
1599,869,2283,2283,CODE202603002283,1,2026-03-21 22:02:00,2026-03-22 21:57:00,2026-09-17 21:57:00,2026-03-21 21:57:00,2026-03-22 21:57:00,0
1600,875,2285,2285,CODE202603002285,0,2026-03-19 22:00:00,,2026-09-15 21:55:00,2026-03-19 21:55:00,2026-03-19 22:00:00,0
1601,878,2286,2286,CODE202603002286,3,2026-03-18 21:59:00,,2026-09-14 21:54:00,2026-03-18 21:54:00,2026-03-18 21:59:00,0
1602,881,2287,2287,CODE202603002287,0,2026-03-17 21:58:00,,2026-09-13 21:53:00,2026-03-17 21:53:00,2026-03-17 21:58:00,0
1603,884,2288,2288,CODE202603002288,1,2026-03-16 21:57:00,2026-03-17 21:52:00,2026-09-12 21:52:00,2026-03-16 21:52:00,2026-03-17 21:52:00,0
1604,893,2291,2291,CODE202603002291,0,2026-03-13 21:54:00,,2026-09-09 21:49:00,2026-03-13 21:49:00,2026-03-13 21:54:00,0
1605,896,2292,2292,CODE202603002292,0,2026-03-12 21:53:00,,2026-09-08 21:48:00,2026-03-12 21:48:00,2026-03-12 21:53:00,0
1606,899,2293,2293,CODE202603002293,1,2026-03-11 21:52:00,2026-03-12 21:47:00,2026-09-07 21:47:00,2026-03-11 21:47:00,2026-03-12 21:47:00,0
1607,905,2295,2295,CODE202603002295,0,2026-03-09 21:50:00,,2026-09-05 21:45:00,2026-03-09 21:45:00,2026-03-09 21:50:00,0
1608,908,2296,2296,CODE202603002296,3,2026-03-08 21:49:00,,2026-09-04 21:44:00,2026-03-08 21:44:00,2026-03-08 21:49:00,0
1609,911,2297,2297,CODE202603002297,0,2026-03-07 21:48:00,,2026-09-03 21:43:00,2026-03-07 21:43:00,2026-03-07 21:48:00,0
1610,914,2298,2298,CODE202603002298,1,2026-03-06 21:47:00,2026-03-07 21:42:00,2026-09-02 21:42:00,2026-03-06 21:42:00,2026-03-07 21:42:00,0
1611,923,2301,2301,CODE202603002301,0,2026-03-03 21:44:00,,2026-08-30 21:39:00,2026-03-03 21:39:00,2026-03-03 21:44:00,0
1612,926,2302,2302,CODE202603002302,0,2026-03-02 21:43:00,,2026-08-29 21:38:00,2026-03-02 21:38:00,2026-03-02 21:43:00,0
1613,929,2303,2303,CODE202603002303,1,2026-03-01 21:42:00,2026-03-02 21:37:00,2026-08-28 21:37:00,2026-03-01 21:37:00,2026-03-02 21:37:00,0
1614,935,2305,2305,CODE202603002305,0,2026-02-27 21:40:00,,2026-08-26 21:35:00,2026-02-27 21:35:00,2026-02-27 21:40:00,0
1615,938,2306,2306,CODE202603002306,3,2026-02-26 21:39:00,,2026-08-25 21:34:00,2026-02-26 21:34:00,2026-02-26 21:39:00,0
1616,941,2307,2307,CODE202603002307,0,2026-02-25 21:38:00,,2026-08-24 21:33:00,2026-02-25 21:33:00,2026-02-25 21:38:00,0
1617,944,2308,2308,CODE202603002308,1,2026-02-24 21:37:00,2026-02-25 21:32:00,2026-08-23 21:32:00,2026-02-24 21:32:00,2026-02-25 21:32:00,0
1618,953,2311,2311,CODE202603002311,0,2026-02-21 21:34:00,,2026-08-20 21:29:00,2026-02-21 21:29:00,2026-02-21 21:34:00,0
1619,956,2312,2312,CODE202603002312,0,2026-02-20 21:33:00,,2026-08-19 21:28:00,2026-02-20 21:28:00,2026-02-20 21:33:00,0
1620,959,2313,2313,CODE202603002313,1,2026-02-19 21:32:00,2026-02-20 21:27:00,2026-08-18 21:27:00,2026-02-19 21:27:00,2026-02-20 21:27:00,0
1621,965,2315,2315,CODE202603002315,0,2026-02-17 21:30:00,,2026-08-16 21:25:00,2026-02-17 21:25:00,2026-02-17 21:30:00,0
1622,968,2316,2316,CODE202603002316,3,2026-02-16 21:29:00,,2026-08-15 21:24:00,2026-02-16 21:24:00,2026-02-16 21:29:00,0
1623,971,2317,2317,CODE202603002317,0,2026-02-15 21:28:00,,2026-08-14 21:23:00,2026-02-15 21:23:00,2026-02-15 21:28:00,0
1624,974,2318,2318,CODE202603002318,1,2026-02-14 21:27:00,2026-02-15 21:22:00,2026-08-13 21:22:00,2026-02-14 21:22:00,2026-02-15 21:22:00,0
1625,983,2321,2321,CODE202603002321,0,2026-02-11 21:24:00,,2026-08-10 21:19:00,2026-02-11 21:19:00,2026-02-11 21:24:00,0
1626,986,2322,2322,CODE202603002322,0,2026-02-10 21:23:00,,2026-08-09 21:18:00,2026-02-10 21:18:00,2026-02-10 21:23:00,0
1627,989,2323,2323,CODE202603002323,1,2026-02-09 21:22:00,2026-02-10 21:17:00,2026-08-08 21:17:00,2026-02-09 21:17:00,2026-02-10 21:17:00,0
1628,995,2325,2325,CODE202603002325,0,2026-02-07 21:20:00,,2026-08-06 21:15:00,2026-02-07 21:15:00,2026-02-07 21:20:00,0
1629,998,2326,2326,CODE202603002326,3,2026-02-06 21:19:00,,2026-08-05 21:14:00,2026-02-06 21:14:00,2026-02-06 21:19:00,0
1630,1001,2327,2327,CODE202603002327,0,2026-02-05 21:18:00,,2026-08-04 21:13:00,2026-02-05 21:13:00,2026-02-05 21:18:00,0
1631,1004,2328,2328,CODE202603002328,1,2026-02-04 21:17:00,2026-02-05 21:12:00,2026-08-03 21:12:00,2026-02-04 21:12:00,2026-02-05 21:12:00,0
1632,1013,2331,2331,CODE202603002331,0,2026-02-01 21:14:00,,2026-07-31 21:09:00,2026-02-01 21:09:00,2026-02-01 21:14:00,0
1633,1016,2332,2332,CODE202603002332,0,2026-01-31 21:13:00,,2026-07-30 21:08:00,2026-01-31 21:08:00,2026-01-31 21:13:00,0
1634,1019,2333,2333,CODE202603002333,1,2026-01-30 21:12:00,2026-01-31 21:07:00,2026-07-29 21:07:00,2026-01-30 21:07:00,2026-01-31 21:07:00,0
1635,1025,2335,2335,CODE202603002335,0,2026-01-28 21:10:00,,2026-07-27 21:05:00,2026-01-28 21:05:00,2026-01-28 21:10:00,0
1636,1028,2336,2336,CODE202603002336,3,2026-01-27 21:09:00,,2026-07-26 21:04:00,2026-01-27 21:04:00,2026-01-27 21:09:00,0
1637,1031,2337,2337,CODE202603002337,0,2026-01-26 21:08:00,,2026-07-25 21:03:00,2026-01-26 21:03:00,2026-01-26 21:08:00,0
1638,1034,2338,2338,CODE202603002338,1,2026-01-25 21:07:00,2026-01-26 21:02:00,2026-07-24 21:02:00,2026-01-25 21:02:00,2026-01-26 21:02:00,0
1639,1043,2341,2341,CODE202603002341,0,2026-01-22 21:04:00,,2026-07-21 20:59:00,2026-01-22 20:59:00,2026-01-22 21:04:00,0
1640,1046,2342,2342,CODE202603002342,0,2026-01-21 21:03:00,,2026-07-20 20:58:00,2026-01-21 20:58:00,2026-01-21 21:03:00,0
1641,1049,2343,2343,CODE202603002343,1,2026-01-20 21:02:00,2026-01-21 20:57:00,2026-07-19 20:57:00,2026-01-20 20:57:00,2026-01-21 20:57:00,0
1642,1055,2345,2345,CODE202603002345,0,2026-01-18 21:00:00,,2026-07-17 20:55:00,2026-01-18 20:55:00,2026-01-18 21:00:00,0
1643,1058,2346,2346,CODE202603002346,3,2026-01-17 20:59:00,,2026-07-16 20:54:00,2026-01-17 20:54:00,2026-01-17 20:59:00,0
1644,1061,2347,2347,CODE202603002347,0,2026-01-16 20:58:00,,2026-07-15 20:53:00,2026-01-16 20:53:00,2026-01-16 20:58:00,0
1645,1064,2348,2348,CODE202603002348,1,2026-01-15 20:57:00,2026-01-16 20:52:00,2026-07-14 20:52:00,2026-01-15 20:52:00,2026-01-16 20:52:00,0
1646,1073,2351,2351,CODE202603002351,0,2026-01-12 20:54:00,,2026-07-11 20:49:00,2026-01-12 20:49:00,2026-01-12 20:54:00,0
1647,1076,2352,2352,CODE202603002352,0,2026-01-11 20:53:00,,2026-07-10 20:48:00,2026-01-11 20:48:00,2026-01-11 20:53:00,0
1648,1079,2353,2353,CODE202603002353,1,2026-01-10 20:52:00,2026-01-11 20:47:00,2026-07-09 20:47:00,2026-01-10 20:47:00,2026-01-11 20:47:00,0
1649,1085,2355,2355,CODE202603002355,0,2026-01-08 20:50:00,,2026-07-07 20:45:00,2026-01-08 20:45:00,2026-01-08 20:50:00,0
1650,1088,2356,2356,CODE202603002356,3,2026-01-07 20:49:00,,2026-07-06 20:44:00,2026-01-07 20:44:00,2026-01-07 20:49:00,0
1651,1091,2357,2357,CODE202603002357,0,2026-01-06 20:48:00,,2026-07-05 20:43:00,2026-01-06 20:43:00,2026-01-06 20:48:00,0
1652,1094,2358,2358,CODE202603002358,1,2026-01-05 20:47:00,2026-01-06 20:42:00,2026-07-04 20:42:00,2026-01-05 20:42:00,2026-01-06 20:42:00,0
1653,1103,2361,2361,CODE202603002361,0,2026-01-02 20:44:00,,2026-07-01 20:39:00,2026-01-02 20:39:00,2026-01-02 20:44:00,0
1654,1106,2362,2362,CODE202603002362,0,2026-01-01 20:43:00,,2026-06-30 20:38:00,2026-01-01 20:38:00,2026-01-01 20:43:00,0
1655,1109,2363,2363,CODE202603002363,1,2025-12-31 20:42:00,2026-01-01 20:37:00,2026-06-29 20:37:00,2025-12-31 20:37:00,2026-01-01 20:37:00,0
1656,1115,2365,2365,CODE202603002365,0,2025-12-29 20:40:00,,2026-06-27 20:35:00,2025-12-29 20:35:00,2025-12-29 20:40:00,0
1657,1118,2366,2366,CODE202603002366,3,2025-12-28 20:39:00,,2026-06-26 20:34:00,2025-12-28 20:34:00,2025-12-28 20:39:00,0
1658,1121,2367,2367,CODE202603002367,0,2025-12-27 20:38:00,,2026-06-25 20:33:00,2025-12-27 20:33:00,2025-12-27 20:38:00,0
1659,1124,2368,2368,CODE202603002368,1,2025-12-26 20:37:00,2025-12-27 20:32:00,2026-06-24 20:32:00,2025-12-26 20:32:00,2025-12-27 20:32:00,0
1660,1133,2371,2371,CODE202603002371,0,2025-12-23 20:34:00,,2026-06-21 20:29:00,2025-12-23 20:29:00,2025-12-23 20:34:00,0
1661,1136,2372,2372,CODE202603002372,0,2025-12-22 20:33:00,,2026-06-20 20:28:00,2025-12-22 20:28:00,2025-12-22 20:33:00,0
1662,1139,2373,2373,CODE202603002373,1,2025-12-21 20:32:00,2025-12-22 20:27:00,2026-06-19 20:27:00,2025-12-21 20:27:00,2025-12-22 20:27:00,0
1663,1145,2375,2375,CODE202603002375,0,2025-12-19 20:30:00,,2026-06-17 20:25:00,2025-12-19 20:25:00,2025-12-19 20:30:00,0
1664,1148,2376,2376,CODE202603002376,3,2025-12-18 20:29:00,,2026-06-16 20:24:00,2025-12-18 20:24:00,2025-12-18 20:29:00,0
1665,1151,2377,2377,CODE202603002377,0,2025-12-17 20:28:00,,2026-06-15 20:23:00,2025-12-17 20:23:00,2025-12-17 20:28:00,0
1666,1154,2378,2378,CODE202603002378,1,2025-12-16 20:27:00,2025-12-17 20:22:00,2026-06-14 20:22:00,2025-12-16 20:22:00,2025-12-17 20:22:00,0
1667,1163,2381,2381,CODE202603002381,0,2025-12-13 20:24:00,,2026-06-11 20:19:00,2025-12-13 20:19:00,2025-12-13 20:24:00,0
1668,1166,2382,2382,CODE202603002382,0,2025-12-12 20:23:00,,2026-06-10 20:18:00,2025-12-12 20:18:00,2025-12-12 20:23:00,0
1669,1169,2383,2383,CODE202603002383,1,2025-12-11 20:22:00,2025-12-12 20:17:00,2026-06-09 20:17:00,2025-12-11 20:17:00,2025-12-12 20:17:00,0
1670,1175,2385,2385,CODE202603002385,0,2025-12-09 20:20:00,,2026-06-07 20:15:00,2025-12-09 20:15:00,2025-12-09 20:20:00,0
1671,1178,2386,2386,CODE202603002386,3,2025-12-08 20:19:00,,2026-06-06 20:14:00,2025-12-08 20:14:00,2025-12-08 20:19:00,0
1672,1181,2387,2387,CODE202603002387,0,2025-12-07 20:18:00,,2026-06-05 20:13:00,2025-12-07 20:13:00,2025-12-07 20:18:00,0
1673,1184,2388,2388,CODE202603002388,1,2025-12-06 20:17:00,2025-12-07 20:12:00,2026-06-04 20:12:00,2025-12-06 20:12:00,2025-12-07 20:12:00,0
1674,1193,2391,2391,CODE202603002391,0,2025-12-03 20:14:00,,2026-06-01 20:09:00,2025-12-03 20:09:00,2025-12-03 20:14:00,0
1675,1196,2392,2392,CODE202603002392,0,2025-12-02 20:13:00,,2026-05-31 20:08:00,2025-12-02 20:08:00,2025-12-02 20:13:00,0
1676,1199,2393,2393,CODE202603002393,1,2025-12-01 20:12:00,2025-12-02 20:07:00,2026-05-30 20:07:00,2025-12-01 20:07:00,2025-12-02 20:07:00,0
1677,1205,2395,2395,CODE202603002395,0,2025-11-29 20:10:00,,2026-05-28 20:05:00,2025-11-29 20:05:00,2025-11-29 20:10:00,0
1678,1208,2396,2396,CODE202603002396,3,2025-11-28 20:09:00,,2026-05-27 20:04:00,2025-11-28 20:04:00,2025-11-28 20:09:00,0
1679,1211,2397,2397,CODE202603002397,0,2025-11-27 20:08:00,,2026-05-26 20:03:00,2025-11-27 20:03:00,2025-11-27 20:08:00,0
1680,1214,2398,2398,CODE202603002398,1,2025-11-26 20:07:00,2025-11-27 20:02:00,2026-05-25 20:02:00,2025-11-26 20:02:00,2025-11-27 20:02:00,0
1681,1223,2401,2401,CODE202603002401,0,2026-03-23 20:04:00,,2026-09-19 19:59:00,2026-03-23 19:59:00,2026-03-23 20:04:00,0
1682,1226,2402,2402,CODE202603002402,0,2026-03-22 20:03:00,,2026-09-18 19:58:00,2026-03-22 19:58:00,2026-03-22 20:03:00,0
1683,1229,2403,2403,CODE202603002403,1,2026-03-21 20:02:00,2026-03-22 19:57:00,2026-09-17 19:57:00,2026-03-21 19:57:00,2026-03-22 19:57:00,0
1684,1235,2405,2405,CODE202603002405,0,2026-03-19 20:00:00,,2026-09-15 19:55:00,2026-03-19 19:55:00,2026-03-19 20:00:00,0
1685,1238,2406,2406,CODE202603002406,3,2026-03-18 19:59:00,,2026-09-14 19:54:00,2026-03-18 19:54:00,2026-03-18 19:59:00,0
1686,1241,2407,2407,CODE202603002407,0,2026-03-17 19:58:00,,2026-09-13 19:53:00,2026-03-17 19:53:00,2026-03-17 19:58:00,0
1687,1244,2408,2408,CODE202603002408,1,2026-03-16 19:57:00,2026-03-17 19:52:00,2026-09-12 19:52:00,2026-03-16 19:52:00,2026-03-17 19:52:00,0
1688,1253,2411,2411,CODE202603002411,0,2026-03-13 19:54:00,,2026-09-09 19:49:00,2026-03-13 19:49:00,2026-03-13 19:54:00,0
1689,1256,2412,2412,CODE202603002412,0,2026-03-12 19:53:00,,2026-09-08 19:48:00,2026-03-12 19:48:00,2026-03-12 19:53:00,0
1690,1259,2413,2413,CODE202603002413,1,2026-03-11 19:52:00,2026-03-12 19:47:00,2026-09-07 19:47:00,2026-03-11 19:47:00,2026-03-12 19:47:00,0
1691,1265,2415,2415,CODE202603002415,0,2026-03-09 19:50:00,,2026-09-05 19:45:00,2026-03-09 19:45:00,2026-03-09 19:50:00,0
1692,1268,2416,2416,CODE202603002416,3,2026-03-08 19:49:00,,2026-09-04 19:44:00,2026-03-08 19:44:00,2026-03-08 19:49:00,0
1693,1271,2417,2417,CODE202603002417,0,2026-03-07 19:48:00,,2026-09-03 19:43:00,2026-03-07 19:43:00,2026-03-07 19:48:00,0
1694,1274,2418,2418,CODE202603002418,1,2026-03-06 19:47:00,2026-03-07 19:42:00,2026-09-02 19:42:00,2026-03-06 19:42:00,2026-03-07 19:42:00,0
1695,1283,2421,2421,CODE202603002421,0,2026-03-03 19:44:00,,2026-08-30 19:39:00,2026-03-03 19:39:00,2026-03-03 19:44:00,0
1696,1286,2422,2422,CODE202603002422,0,2026-03-02 19:43:00,,2026-08-29 19:38:00,2026-03-02 19:38:00,2026-03-02 19:43:00,0
1697,1289,2423,2423,CODE202603002423,1,2026-03-01 19:42:00,2026-03-02 19:37:00,2026-08-28 19:37:00,2026-03-01 19:37:00,2026-03-02 19:37:00,0
1698,1295,2425,2425,CODE202603002425,0,2026-02-27 19:40:00,,2026-08-26 19:35:00,2026-02-27 19:35:00,2026-02-27 19:40:00,0
1699,1298,2426,2426,CODE202603002426,3,2026-02-26 19:39:00,,2026-08-25 19:34:00,2026-02-26 19:34:00,2026-02-26 19:39:00,0
1700,1301,2427,2427,CODE202603002427,0,2026-02-25 19:38:00,,2026-08-24 19:33:00,2026-02-25 19:33:00,2026-02-25 19:38:00,0
1701,1304,2428,2428,CODE202603002428,1,2026-02-24 19:37:00,2026-02-25 19:32:00,2026-08-23 19:32:00,2026-02-24 19:32:00,2026-02-25 19:32:00,0
1702,1313,2431,2431,CODE202603002431,0,2026-02-21 19:34:00,,2026-08-20 19:29:00,2026-02-21 19:29:00,2026-02-21 19:34:00,0
1703,1316,2432,2432,CODE202603002432,0,2026-02-20 19:33:00,,2026-08-19 19:28:00,2026-02-20 19:28:00,2026-02-20 19:33:00,0
1704,1319,2433,2433,CODE202603002433,1,2026-02-19 19:32:00,2026-02-20 19:27:00,2026-08-18 19:27:00,2026-02-19 19:27:00,2026-02-20 19:27:00,0
1705,1325,2435,2435,CODE202603002435,0,2026-02-17 19:30:00,,2026-08-16 19:25:00,2026-02-17 19:25:00,2026-02-17 19:30:00,0
1706,1328,2436,2436,CODE202603002436,3,2026-02-16 19:29:00,,2026-08-15 19:24:00,2026-02-16 19:24:00,2026-02-16 19:29:00,0
1707,1331,2437,2437,CODE202603002437,0,2026-02-15 19:28:00,,2026-08-14 19:23:00,2026-02-15 19:23:00,2026-02-15 19:28:00,0
1708,1334,2438,2438,CODE202603002438,1,2026-02-14 19:27:00,2026-02-15 19:22:00,2026-08-13 19:22:00,2026-02-14 19:22:00,2026-02-15 19:22:00,0
1709,1343,2441,2441,CODE202603002441,0,2026-02-11 19:24:00,,2026-08-10 19:19:00,2026-02-11 19:19:00,2026-02-11 19:24:00,0
1710,1346,2442,2442,CODE202603002442,0,2026-02-10 19:23:00,,2026-08-09 19:18:00,2026-02-10 19:18:00,2026-02-10 19:23:00,0
1711,1349,2443,2443,CODE202603002443,1,2026-02-09 19:22:00,2026-02-10 19:17:00,2026-08-08 19:17:00,2026-02-09 19:17:00,2026-02-10 19:17:00,0
1712,1355,2445,2445,CODE202603002445,0,2026-02-07 19:20:00,,2026-08-06 19:15:00,2026-02-07 19:15:00,2026-02-07 19:20:00,0
1713,1358,2446,2446,CODE202603002446,3,2026-02-06 19:19:00,,2026-08-05 19:14:00,2026-02-06 19:14:00,2026-02-06 19:19:00,0
1714,1361,2447,2447,CODE202603002447,0,2026-02-05 19:18:00,,2026-08-04 19:13:00,2026-02-05 19:13:00,2026-02-05 19:18:00,0
1715,1364,2448,2448,CODE202603002448,1,2026-02-04 19:17:00,2026-02-05 19:12:00,2026-08-03 19:12:00,2026-02-04 19:12:00,2026-02-05 19:12:00,0
1716,1373,2451,2451,CODE202603002451,0,2026-02-01 19:14:00,,2026-07-31 19:09:00,2026-02-01 19:09:00,2026-02-01 19:14:00,0
1717,1376,2452,2452,CODE202603002452,0,2026-01-31 19:13:00,,2026-07-30 19:08:00,2026-01-31 19:08:00,2026-01-31 19:13:00,0
1718,1379,2453,2453,CODE202603002453,1,2026-01-30 19:12:00,2026-01-31 19:07:00,2026-07-29 19:07:00,2026-01-30 19:07:00,2026-01-31 19:07:00,0
1719,1385,2455,2455,CODE202603002455,0,2026-01-28 19:10:00,,2026-07-27 19:05:00,2026-01-28 19:05:00,2026-01-28 19:10:00,0
1720,1388,2456,2456,CODE202603002456,3,2026-01-27 19:09:00,,2026-07-26 19:04:00,2026-01-27 19:04:00,2026-01-27 19:09:00,0
1721,1391,2457,2457,CODE202603002457,0,2026-01-26 19:08:00,,2026-07-25 19:03:00,2026-01-26 19:03:00,2026-01-26 19:08:00,0
1722,1394,2458,2458,CODE202603002458,1,2026-01-25 19:07:00,2026-01-26 19:02:00,2026-07-24 19:02:00,2026-01-25 19:02:00,2026-01-26 19:02:00,0
1723,1403,2461,2461,CODE202603002461,0,2026-01-22 19:04:00,,2026-07-21 18:59:00,2026-01-22 18:59:00,2026-01-22 19:04:00,0
1724,1406,2462,2462,CODE202603002462,0,2026-01-21 19:03:00,,2026-07-20 18:58:00,2026-01-21 18:58:00,2026-01-21 19:03:00,0
1725,1409,2463,2463,CODE202603002463,1,2026-01-20 19:02:00,2026-01-21 18:57:00,2026-07-19 18:57:00,2026-01-20 18:57:00,2026-01-21 18:57:00,0
1726,1415,2465,2465,CODE202603002465,0,2026-01-18 19:00:00,,2026-07-17 18:55:00,2026-01-18 18:55:00,2026-01-18 19:00:00,0
1727,1418,2466,2466,CODE202603002466,3,2026-01-17 18:59:00,,2026-07-16 18:54:00,2026-01-17 18:54:00,2026-01-17 18:59:00,0
1728,1421,2467,2467,CODE202603002467,0,2026-01-16 18:58:00,,2026-07-15 18:53:00,2026-01-16 18:53:00,2026-01-16 18:58:00,0
