id,userId,shopId,score,createTime,updateTime,isDelete
2528,2571,811,4,2026-03-17 05:36:00,2026-03-17 05:36:00,0
2529,2572,822,5,2026-03-16 05:33:00,2026-03-16 05:33:00,0
2530,2573,833,5,2026-03-15 05:30:00,2026-03-15 05:30:00,0
2531,2574,844,4,2026-03-14 05:27:00,2026-03-14 05:27:00,0
2532,2575,855,5,2026-03-13 05:24:00,2026-03-13 05:24:00,0
2533,2576,866,4,2026-03-12 05:21:00,2026-03-12 05:21:00,0
2534,2577,878,3,2026-03-11 05:18:00,2026-03-11 05:18:00,0
2535,2578,889,5,2026-03-10 05:15:00,2026-03-10 05:15:00,0
2536,2579,900,4,2026-03-09 05:12:00,2026-03-09 05:12:00,0
2537,2580,911,5,2026-03-08 05:09:00,2026-03-08 05:09:00,0
2538,2581,922,4,2026-03-07 05:06:00,2026-03-07 05:06:00,0
2539,2582,933,5,2026-03-06 05:03:00,2026-03-06 05:03:00,0
2540,2583,944,5,2026-03-05 05:00:00,2026-03-05 05:00:00,0
2541,2584,955,4,2026-03-04 04:57:00,2026-03-04 04:57:00,0
2542,2585,966,5,2026-03-03 04:54:00,2026-03-03 04:54:00,0
2543,2586,977,4,2026-03-02 04:51:00,2026-03-02 04:51:00,0
2544,2587,988,3,2026-03-01 04:48:00,2026-03-01 04:48:00,0
2545,2588,999,5,2026-02-28 04:45:00,2026-02-28 04:45:00,0
2546,2589,1010,4,2026-02-27 04:42:00,2026-02-27 04:42:00,0
2547,2590,1021,5,2026-02-26 04:39:00,2026-02-26 04:39:00,0
2548,2591,1032,4,2026-02-25 04:36:00,2026-02-25 04:36:00,0
2549,2592,1043,5,2026-02-24 04:33:00,2026-02-24 04:33:00,0
2550,2593,1054,5,2026-02-23 04:30:00,2026-02-23 04:30:00,0
2551,2594,1066,4,2026-02-22 04:27:00,2026-02-22 04:27:00,0
2552,2595,1077,5,2026-02-21 04:24:00,2026-02-21 04:24:00,0
2553,2596,1088,4,2026-02-20 04:21:00,2026-02-20 04:21:00,0
2554,2597,1099,3,2026-02-19 04:18:00,2026-02-19 04:18:00,0
2555,2598,1110,5,2026-02-18 04:15:00,2026-02-18 04:15:00,0
2556,2599,1121,4,2026-02-17 04:12:00,2026-02-17 04:12:00,0
2557,2600,1132,5,2026-02-16 04:09:00,2026-02-16 04:09:00,0
2558,2601,1143,4,2026-02-15 04:06:00,2026-02-15 04:06:00,0
2559,2602,1154,5,2026-02-14 04:03:00,2026-02-14 04:03:00,0
2560,2603,1165,5,2026-02-13 04:00:00,2026-02-13 04:00:00,0
2561,2604,1176,4,2026-02-12 03:57:00,2026-02-12 03:57:00,0
2562,2605,1187,5,2026-02-11 03:54:00,2026-02-11 03:54:00,0
2563,2606,1198,4,2026-02-10 03:51:00,2026-02-10 03:51:00,0
2564,2607,1209,3,2026-02-09 03:48:00,2026-02-09 03:48:00,0
2565,2608,1220,5,2026-02-08 03:45:00,2026-02-08 03:45:00,0
2566,2609,1231,4,2026-02-07 03:42:00,2026-02-07 03:42:00,0
2567,2610,1242,5,2026-02-06 03:39:00,2026-02-06 03:39:00,0
2568,2611,1254,4,2026-02-05 03:36:00,2026-02-05 03:36:00,0
2569,2612,1265,5,2026-02-04 03:33:00,2026-02-04 03:33:00,0
2570,2613,1276,5,2026-02-03 03:30:00,2026-02-03 03:30:00,0
2571,2614,1287,4,2026-02-02 03:27:00,2026-02-02 03:27:00,0
2572,2615,1298,5,2026-02-01 03:24:00,2026-02-01 03:24:00,0
2573,2616,1309,4,2026-01-31 03:21:00,2026-01-31 03:21:00,0
2574,2617,1320,3,2026-01-30 03:18:00,2026-01-30 03:18:00,0
2575,2618,1331,5,2026-01-29 03:15:00,2026-01-29 03:15:00,0
2576,2619,1342,4,2026-01-28 03:12:00,2026-01-28 03:12:00,0
2577,2620,1353,5,2026-01-27 03:09:00,2026-01-27 03:09:00,0
2578,2621,1364,4,2026-01-26 03:06:00,2026-01-26 03:06:00,0
2579,2622,1375,5,2026-01-25 03:03:00,2026-01-25 03:03:00,0
2580,2623,1386,5,2026-01-24 03:00:00,2026-01-24 03:00:00,0
2581,2624,1397,4,2026-01-23 02:57:00,2026-01-23 02:57:00,0
2582,2625,1408,5,2026-01-22 02:54:00,2026-01-22 02:54:00,0
2583,2626,1419,4,2026-01-21 02:51:00,2026-01-21 02:51:00,0
2584,2627,1430,3,2026-01-20 02:48:00,2026-01-20 02:48:00,0
2585,2628,1442,5,2026-01-19 02:45:00,2026-01-19 02:45:00,0
2586,2629,1453,4,2026-01-18 02:42:00,2026-01-18 02:42:00,0
2587,2630,1464,5,2026-01-17 02:39:00,2026-01-17 02:39:00,0
2588,2631,1475,4,2026-01-16 02:36:00,2026-01-16 02:36:00,0
2589,2632,1486,5,2026-01-15 02:33:00,2026-01-15 02:33:00,0
2590,2633,1497,5,2026-01-14 02:30:00,2026-01-14 02:30:00,0
2591,2634,1508,4,2026-01-13 02:27:00,2026-01-13 02:27:00,0
2592,2635,1519,5,2026-01-12 02:24:00,2026-01-12 02:24:00,0
2593,2636,1530,4,2026-01-11 02:21:00,2026-01-11 02:21:00,0
2594,2637,1541,3,2026-01-10 02:18:00,2026-01-10 02:18:00,0
2595,2638,1552,5,2026-01-09 02:15:00,2026-01-09 02:15:00,0
2596,2639,1563,4,2026-01-08 02:12:00,2026-01-08 02:12:00,0
2597,2640,1574,5,2026-01-07 02:09:00,2026-01-07 02:09:00,0
2598,2641,1585,4,2026-01-06 02:06:00,2026-01-06 02:06:00,0
2599,2642,1596,5,2026-01-05 02:03:00,2026-01-05 02:03:00,0
2600,2643,1607,5,2026-01-04 02:00:00,2026-01-04 02:00:00,0
2601,2644,1618,4,2026-01-03 01:57:00,2026-01-03 01:57:00,0
2602,2645,1630,5,2026-01-02 01:54:00,2026-01-02 01:54:00,0
2603,2646,1641,4,2026-01-01 01:51:00,2026-01-01 01:51:00,0
2604,2647,1652,3,2025-12-31 01:48:00,2025-12-31 01:48:00,0
2605,2648,1663,5,2025-12-30 01:45:00,2025-12-30 01:45:00,0
2606,2649,1674,4,2025-12-29 01:42:00,2025-12-29 01:42:00,0
2607,2650,1685,5,2025-12-28 01:39:00,2025-12-28 01:39:00,0
2608,2651,1696,4,2025-12-27 01:36:00,2025-12-27 01:36:00,0
2609,2652,1707,5,2025-12-26 01:33:00,2025-12-26 01:33:00,0
2610,2653,1718,5,2025-12-25 01:30:00,2025-12-25 01:30:00,0
2611,2654,1729,4,2025-12-24 01:27:00,2025-12-24 01:27:00,0
2612,2655,1740,5,2025-12-23 01:24:00,2025-12-23 01:24:00,0
2613,2656,1751,4,2025-12-22 01:21:00,2025-12-22 01:21:00,0
2614,2657,1762,3,2025-12-21 01:18:00,2025-12-21 01:18:00,0
2615,2658,1773,5,2025-12-20 01:15:00,2025-12-20 01:15:00,0
2616,2659,1784,4,2025-12-19 01:12:00,2025-12-19 01:12:00,0
2617,2660,1795,5,2025-12-18 01:09:00,2025-12-18 01:09:00,0
2618,2661,1806,4,2025-12-17 01:06:00,2025-12-17 01:06:00,0
2619,2662,1818,5,2025-12-16 01:03:00,2025-12-16 01:03:00,0
2620,2663,1829,5,2025-12-15 01:00:00,2025-12-15 01:00:00,0
2621,2664,1840,4,2025-12-14 00:57:00,2025-12-14 00:57:00,0
2622,2665,1851,5,2025-12-13 00:54:00,2025-12-13 00:54:00,0
2623,2666,1862,4,2025-12-12 00:51:00,2025-12-12 00:51:00,0
2624,2667,1873,3,2025-12-11 00:48:00,2025-12-11 00:48:00,0
2625,2668,1884,5,2025-12-10 00:45:00,2025-12-10 00:45:00,0
2626,2669,1895,4,2025-12-09 00:42:00,2025-12-09 00:42:00,0
2627,2670,1906,5,2025-12-08 00:39:00,2025-12-08 00:39:00,0
2628,2671,1917,4,2025-12-07 00:36:00,2025-12-07 00:36:00,0
2629,2672,1928,5,2025-12-06 00:33:00,2025-12-06 00:33:00,0
2630,2673,1939,5,2025-12-05 00:30:00,2025-12-05 00:30:00,0
2631,2674,1950,4,2025-12-04 00:27:00,2025-12-04 00:27:00,0
2632,2675,1961,5,2025-12-03 00:24:00,2025-12-03 00:24:00,0
2633,2676,1972,4,2025-12-02 00:21:00,2025-12-02 00:21:00,0
2634,2677,1983,3,2025-12-01 00:18:00,2025-12-01 00:18:00,0
2635,2678,1994,5,2025-11-30 00:15:00,2025-11-30 00:15:00,0
2636,2679,2006,4,2025-11-29 00:12:00,2025-11-29 00:12:00,0
2637,2680,2017,5,2025-11-28 00:09:00,2025-11-28 00:09:00,0
2638,2681,2028,4,2025-11-27 00:06:00,2025-11-27 00:06:00,0
2639,2682,2039,5,2025-11-26 00:03:00,2025-11-26 00:03:00,0
2640,2683,2050,5,2026-03-25 12:00:00,2026-03-25 12:00:00,0
2641,2684,2061,4,2026-03-24 11:57:00,2026-03-24 11:57:00,0
2642,2685,2072,5,2026-03-23 11:54:00,2026-03-23 11:54:00,0
2643,2686,2083,4,2026-03-22 11:51:00,2026-03-22 11:51:00,0
2644,2687,2094,3,2026-03-21 11:48:00,2026-03-21 11:48:00,0
2645,2688,2105,5,2026-03-20 11:45:00,2026-03-20 11:45:00,0
2646,2689,2116,4,2026-03-19 11:42:00,2026-03-19 11:42:00,0
2647,2690,2127,5,2026-03-18 11:39:00,2026-03-18 11:39:00,0
2648,2691,2138,4,2026-03-17 11:36:00,2026-03-17 11:36:00,0
2649,2692,2149,5,2026-03-16 11:33:00,2026-03-16 11:33:00,0
2650,2693,2160,5,2026-03-15 11:30:00,2026-03-15 11:30:00,0
2651,2694,2171,4,2026-03-14 11:27:00,2026-03-14 11:27:00,0
2652,2695,2182,5,2026-03-13 11:24:00,2026-03-13 11:24:00,0
2653,2696,2194,4,2026-03-12 11:21:00,2026-03-12 11:21:00,0
2654,2697,2205,3,2026-03-11 11:18:00,2026-03-11 11:18:00,0
2655,2698,2216,5,2026-03-10 11:15:00,2026-03-10 11:15:00,0
2656,2699,2227,4,2026-03-09 11:12:00,2026-03-09 11:12:00,0
2657,2700,2238,5,2026-03-08 11:09:00,2026-03-08 11:09:00,0
2658,2701,2249,4,2026-03-07 11:06:00,2026-03-07 11:06:00,0
2659,2702,2260,5,2026-03-06 11:03:00,2026-03-06 11:03:00,0
2660,2703,2271,5,2026-03-05 11:00:00,2026-03-05 11:00:00,0
2661,2704,2282,4,2026-03-04 10:57:00,2026-03-04 10:57:00,0
2662,2705,2293,5,2026-03-03 10:54:00,2026-03-03 10:54:00,0
2663,2706,2304,4,2026-03-02 10:51:00,2026-03-02 10:51:00,0
2664,2707,2315,3,2026-03-01 10:48:00,2026-03-01 10:48:00,0
2665,2708,2326,5,2026-02-28 10:45:00,2026-02-28 10:45:00,0
2666,2709,2337,4,2026-02-27 10:42:00,2026-02-27 10:42:00,0
2667,2710,2348,5,2026-02-26 10:39:00,2026-02-26 10:39:00,0
2668,2711,2359,4,2026-02-25 10:36:00,2026-02-25 10:36:00,0
2669,2712,2370,5,2026-02-24 10:33:00,2026-02-24 10:33:00,0
2670,2713,2382,5,2026-02-23 10:30:00,2026-02-23 10:30:00,0
2671,2714,2393,4,2026-02-22 10:27:00,2026-02-22 10:27:00,0
2672,2715,2404,5,2026-02-21 10:24:00,2026-02-21 10:24:00,0
2673,2716,2415,4,2026-02-20 10:21:00,2026-02-20 10:21:00,0
2674,2717,2426,3,2026-02-19 10:18:00,2026-02-19 10:18:00,0
2675,2718,2437,5,2026-02-18 10:15:00,2026-02-18 10:15:00,0
2676,2719,2448,4,2026-02-17 10:12:00,2026-02-17 10:12:00,0
2677,2720,2459,5,2026-02-16 10:09:00,2026-02-16 10:09:00,0
2678,2721,2470,4,2026-02-15 10:06:00,2026-02-15 10:06:00,0
2679,2722,2481,5,2026-02-14 10:03:00,2026-02-14 10:03:00,0
2680,2723,2492,5,2026-02-13 10:00:00,2026-02-13 10:00:00,0
2681,2724,2503,4,2026-02-12 09:57:00,2026-02-12 09:57:00,0
2682,2725,2514,5,2026-02-11 09:54:00,2026-02-11 09:54:00,0
2683,2726,2525,4,2026-02-10 09:51:00,2026-02-10 09:51:00,0
2684,2727,2536,3,2026-02-09 09:48:00,2026-02-09 09:48:00,0
2685,2728,2547,5,2026-02-08 09:45:00,2026-02-08 09:45:00,0
2686,2729,2558,4,2026-02-07 09:42:00,2026-02-07 09:42:00,0
2687,2730,2570,5,2026-02-06 09:39:00,2026-02-06 09:39:00,0
2688,2731,2581,4,2026-02-05 09:36:00,2026-02-05 09:36:00,0
2689,2732,2592,5,2026-02-04 09:33:00,2026-02-04 09:33:00,0
2690,2733,2603,5,2026-02-03 09:30:00,2026-02-03 09:30:00,0
2691,2734,2614,4,2026-02-02 09:27:00,2026-02-02 09:27:00,0
2692,2735,2625,5,2026-02-01 09:24:00,2026-02-01 09:24:00,0
2693,2736,2636,4,2026-01-31 09:21:00,2026-01-31 09:21:00,0
2694,2737,2647,3,2026-01-30 09:18:00,2026-01-30 09:18:00,0
2695,2738,2658,5,2026-01-29 09:15:00,2026-01-29 09:15:00,0
2696,2739,2669,4,2026-01-28 09:12:00,2026-01-28 09:12:00,0
2697,2740,2680,5,2026-01-27 09:09:00,2026-01-27 09:09:00,0
2698,2741,2691,4,2026-01-26 09:06:00,2026-01-26 09:06:00,0
2699,2742,2702,5,2026-01-25 09:03:00,2026-01-25 09:03:00,0
2700,2743,2713,5,2026-01-24 09:00:00,2026-01-24 09:00:00,0
2701,2744,2724,4,2026-01-23 08:57:00,2026-01-23 08:57:00,0
2702,2745,2735,5,2026-01-22 08:54:00,2026-01-22 08:54:00,0
2703,2746,2746,4,2026-01-21 08:51:00,2026-01-21 08:51:00,0
2704,2747,2758,3,2026-01-20 08:48:00,2026-01-20 08:48:00,0
2705,2748,2769,5,2026-01-19 08:45:00,2026-01-19 08:45:00,0
2706,2749,2780,4,2026-01-18 08:42:00,2026-01-18 08:42:00,0
2707,2750,2791,5,2026-01-17 08:39:00,2026-01-17 08:39:00,0
2708,2751,2802,4,2026-01-16 08:36:00,2026-01-16 08:36:00,0
2709,2752,2813,5,2026-01-15 08:33:00,2026-01-15 08:33:00,0
2710,2753,2824,5,2026-01-14 08:30:00,2026-01-14 08:30:00,0
2711,2754,2835,4,2026-01-13 08:27:00,2026-01-13 08:27:00,0
2712,2755,2846,5,2026-01-12 08:24:00,2026-01-12 08:24:00,0
2713,2756,2857,4,2026-01-11 08:21:00,2026-01-11 08:21:00,0
2714,2757,2868,3,2026-01-10 08:18:00,2026-01-10 08:18:00,0
2715,2758,2879,5,2026-01-09 08:15:00,2026-01-09 08:15:00,0
2716,2759,2890,4,2026-01-08 08:12:00,2026-01-08 08:12:00,0
2717,2760,2901,5,2026-01-07 08:09:00,2026-01-07 08:09:00,0
2718,2761,2912,4,2026-01-06 08:06:00,2026-01-06 08:06:00,0
2719,2762,2923,5,2026-01-05 08:03:00,2026-01-05 08:03:00,0
2720,2763,2934,5,2026-01-04 08:00:00,2026-01-04 08:00:00,0
2721,2764,2946,4,2026-01-03 07:57:00,2026-01-03 07:57:00,0
2722,2765,2957,5,2026-01-02 07:54:00,2026-01-02 07:54:00,0
2723,2766,2968,4,2026-01-01 07:51:00,2026-01-01 07:51:00,0
2724,2767,2979,3,2025-12-31 07:48:00,2025-12-31 07:48:00,0
2725,2768,2990,5,2025-12-30 07:45:00,2025-12-30 07:45:00,0
2726,2769,3001,4,2025-12-29 07:42:00,2025-12-29 07:42:00,0
2727,2770,3012,5,2025-12-28 07:39:00,2025-12-28 07:39:00,0
2728,2771,8,4,2025-12-27 07:36:00,2025-12-27 07:36:00,0
2729,2772,19,5,2025-12-26 07:33:00,2025-12-26 07:33:00,0
2730,2773,30,5,2025-12-25 07:30:00,2025-12-25 07:30:00,0
2731,2774,41,4,2025-12-24 07:27:00,2025-12-24 07:27:00,0
2732,2775,52,5,2025-12-23 07:24:00,2025-12-23 07:24:00,0
2733,2776,63,4,2025-12-22 07:21:00,2025-12-22 07:21:00,0
2734,2777,74,3,2025-12-21 07:18:00,2025-12-21 07:18:00,0
2735,2778,85,5,2025-12-20 07:15:00,2025-12-20 07:15:00,0
2736,2779,96,4,2025-12-19 07:12:00,2025-12-19 07:12:00,0
2737,2780,107,5,2025-12-18 07:09:00,2025-12-18 07:09:00,0
2738,2781,119,4,2025-12-17 07:06:00,2025-12-17 07:06:00,0
2739,2782,130,5,2025-12-16 07:03:00,2025-12-16 07:03:00,0
2740,2783,141,5,2025-12-15 07:00:00,2025-12-15 07:00:00,0
2741,2784,152,4,2025-12-14 06:57:00,2025-12-14 06:57:00,0
2742,2785,163,5,2025-12-13 06:54:00,2025-12-13 06:54:00,0
2743,2786,174,4,2025-12-12 06:51:00,2025-12-12 06:51:00,0
2744,2787,185,3,2025-12-11 06:48:00,2025-12-11 06:48:00,0
2745,2788,196,5,2025-12-10 06:45:00,2025-12-10 06:45:00,0
2746,2789,207,4,2025-12-09 06:42:00,2025-12-09 06:42:00,0
2747,2790,218,5,2025-12-08 06:39:00,2025-12-08 06:39:00,0
2748,2791,229,4,2025-12-07 06:36:00,2025-12-07 06:36:00,0
2749,2792,240,5,2025-12-06 06:33:00,2025-12-06 06:33:00,0
2750,2793,251,5,2025-12-05 06:30:00,2025-12-05 06:30:00,0
2751,2794,262,4,2025-12-04 06:27:00,2025-12-04 06:27:00,0
2752,2795,273,5,2025-12-03 06:24:00,2025-12-03 06:24:00,0
2753,2796,284,4,2025-12-02 06:21:00,2025-12-02 06:21:00,0
2754,2797,295,3,2025-12-01 06:18:00,2025-12-01 06:18:00,0
2755,2798,307,5,2025-11-30 06:15:00,2025-11-30 06:15:00,0
2756,2799,318,4,2025-11-29 06:12:00,2025-11-29 06:12:00,0
2757,2800,329,5,2025-11-28 06:09:00,2025-11-28 06:09:00,0
2758,2801,340,4,2025-11-27 06:06:00,2025-11-27 06:06:00,0
2759,2802,351,5,2025-11-26 06:03:00,2025-11-26 06:03:00,0
2760,2803,362,5,2026-03-25 06:00:00,2026-03-25 06:00:00,0
2761,2804,373,4,2026-03-24 05:57:00,2026-03-24 05:57:00,0
2762,2805,384,5,2026-03-23 05:54:00,2026-03-23 05:54:00,0
2763,2806,395,4,2026-03-22 05:51:00,2026-03-22 05:51:00,0
2764,2807,406,3,2026-03-21 05:48:00,2026-03-21 05:48:00,0
2765,2808,417,5,2026-03-20 05:45:00,2026-03-20 05:45:00,0
2766,2809,428,4,2026-03-19 05:42:00,2026-03-19 05:42:00,0
2767,2810,439,5,2026-03-18 05:39:00,2026-03-18 05:39:00,0
2768,2811,450,4,2026-03-17 05:36:00,2026-03-17 05:36:00,0
2769,2812,461,5,2026-03-16 05:33:00,2026-03-16 05:33:00,0
2770,2813,472,5,2026-03-15 05:30:00,2026-03-15 05:30:00,0
2771,2814,483,4,2026-03-14 05:27:00,2026-03-14 05:27:00,0
2772,2815,495,5,2026-03-13 05:24:00,2026-03-13 05:24:00,0
2773,2816,506,4,2026-03-12 05:21:00,2026-03-12 05:21:00,0
2774,2817,517,3,2026-03-11 05:18:00,2026-03-11 05:18:00,0
2775,2818,528,5,2026-03-10 05:15:00,2026-03-10 05:15:00,0
2776,2819,539,4,2026-03-09 05:12:00,2026-03-09 05:12:00,0
2777,2820,550,5,2026-03-08 05:09:00,2026-03-08 05:09:00,0
2778,2821,561,4,2026-03-07 05:06:00,2026-03-07 05:06:00,0
2779,2822,572,5,2026-03-06 05:03:00,2026-03-06 05:03:00,0
2780,2823,583,5,2026-03-05 05:00:00,2026-03-05 05:00:00,0
2781,2824,594,4,2026-03-04 04:57:00,2026-03-04 04:57:00,0
2782,2825,605,5,2026-03-03 04:54:00,2026-03-03 04:54:00,0
2783,2826,616,4,2026-03-02 04:51:00,2026-03-02 04:51:00,0
2784,2827,627,3,2026-03-01 04:48:00,2026-03-01 04:48:00,0
2785,2828,638,5,2026-02-28 04:45:00,2026-02-28 04:45:00,0
2786,2829,649,4,2026-02-27 04:42:00,2026-02-27 04:42:00,0
2787,2830,660,5,2026-02-26 04:39:00,2026-02-26 04:39:00,0
2788,2831,671,4,2026-02-25 04:36:00,2026-02-25 04:36:00,0
2789,2832,683,5,2026-02-24 04:33:00,2026-02-24 04:33:00,0
2790,2833,694,5,2026-02-23 04:30:00,2026-02-23 04:30:00,0
2791,2834,705,4,2026-02-22 04:27:00,2026-02-22 04:27:00,0
2792,2835,716,5,2026-02-21 04:24:00,2026-02-21 04:24:00,0
2793,2836,727,4,2026-02-20 04:21:00,2026-02-20 04:21:00,0
2794,2837,738,3,2026-02-19 04:18:00,2026-02-19 04:18:00,0
2795,2838,749,5,2026-02-18 04:15:00,2026-02-18 04:15:00,0
2796,2839,760,4,2026-02-17 04:12:00,2026-02-17 04:12:00,0
2797,2840,771,5,2026-02-16 04:09:00,2026-02-16 04:09:00,0
2798,2841,782,4,2026-02-15 04:06:00,2026-02-15 04:06:00,0
2799,2842,793,5,2026-02-14 04:03:00,2026-02-14 04:03:00,0
2800,2843,804,5,2026-02-13 04:00:00,2026-02-13 04:00:00,0
2801,2844,815,4,2026-02-12 03:57:00,2026-02-12 03:57:00,0
2802,2845,826,5,2026-02-11 03:54:00,2026-02-11 03:54:00,0
2803,2846,837,4,2026-02-10 03:51:00,2026-02-10 03:51:00,0
2804,2847,848,3,2026-02-09 03:48:00,2026-02-09 03:48:00,0
2805,2848,859,5,2026-02-08 03:45:00,2026-02-08 03:45:00,0
2806,2849,871,4,2026-02-07 03:42:00,2026-02-07 03:42:00,0
2807,2850,882,5,2026-02-06 03:39:00,2026-02-06 03:39:00,0
2808,2851,893,4,2026-02-05 03:36:00,2026-02-05 03:36:00,0
2809,2852,904,5,2026-02-04 03:33:00,2026-02-04 03:33:00,0
2810,2853,915,5,2026-02-03 03:30:00,2026-02-03 03:30:00,0
2811,2854,926,4,2026-02-02 03:27:00,2026-02-02 03:27:00,0
2812,2855,937,5,2026-02-01 03:24:00,2026-02-01 03:24:00,0
2813,2856,948,4,2026-01-31 03:21:00,2026-01-31 03:21:00,0
2814,2857,959,3,2026-01-30 03:18:00,2026-01-30 03:18:00,0
2815,2858,970,5,2026-01-29 03:15:00,2026-01-29 03:15:00,0
2816,2859,981,4,2026-01-28 03:12:00,2026-01-28 03:12:00,0
2817,2860,992,5,2026-01-27 03:09:00,2026-01-27 03:09:00,0
2818,2861,1003,4,2026-01-26 03:06:00,2026-01-26 03:06:00,0
2819,2862,1014,5,2026-01-25 03:03:00,2026-01-25 03:03:00,0
2820,2863,1025,5,2026-01-24 03:00:00,2026-01-24 03:00:00,0
2821,2864,1036,4,2026-01-23 02:57:00,2026-01-23 02:57:00,0
2822,2865,1047,5,2026-01-22 02:54:00,2026-01-22 02:54:00,0
2823,2866,1059,4,2026-01-21 02:51:00,2026-01-21 02:51:00,0
2824,2867,1070,3,2026-01-20 02:48:00,2026-01-20 02:48:00,0
2825,2868,1081,5,2026-01-19 02:45:00,2026-01-19 02:45:00,0
2826,2869,1092,4,2026-01-18 02:42:00,2026-01-18 02:42:00,0
2827,2870,1103,5,2026-01-17 02:39:00,2026-01-17 02:39:00,0
2828,2871,1114,4,2026-01-16 02:36:00,2026-01-16 02:36:00,0
2829,2872,1125,5,2026-01-15 02:33:00,2026-01-15 02:33:00,0
2830,2873,1136,5,2026-01-14 02:30:00,2026-01-14 02:30:00,0
2831,2874,1147,4,2026-01-13 02:27:00,2026-01-13 02:27:00,0
2832,2875,1158,5,2026-01-12 02:24:00,2026-01-12 02:24:00,0
2833,2876,1169,4,2026-01-11 02:21:00,2026-01-11 02:21:00,0
2834,2877,1180,3,2026-01-10 02:18:00,2026-01-10 02:18:00,0
2835,2878,1191,5,2026-01-09 02:15:00,2026-01-09 02:15:00,0
2836,2879,1202,4,2026-01-08 02:12:00,2026-01-08 02:12:00,0
2837,2880,1213,5,2026-01-07 02:09:00,2026-01-07 02:09:00,0
2838,2881,1224,4,2026-01-06 02:06:00,2026-01-06 02:06:00,0
2839,2882,1235,5,2026-01-05 02:03:00,2026-01-05 02:03:00,0
2840,2883,1247,5,2026-01-04 02:00:00,2026-01-04 02:00:00,0
2841,2884,1258,4,2026-01-03 01:57:00,2026-01-03 01:57:00,0
2842,2885,1269,5,2026-01-02 01:54:00,2026-01-02 01:54:00,0
2843,2886,1280,4,2026-01-01 01:51:00,2026-01-01 01:51:00,0
2844,2887,1291,3,2025-12-31 01:48:00,2025-12-31 01:48:00,0
2845,2888,1302,5,2025-12-30 01:45:00,2025-12-30 01:45:00,0
2846,2889,1313,4,2025-12-29 01:42:00,2025-12-29 01:42:00,0
2847,2890,1324,5,2025-12-28 01:39:00,2025-12-28 01:39:00,0
2848,2891,1335,4,2025-12-27 01:36:00,2025-12-27 01:36:00,0
2849,2892,1346,5,2025-12-26 01:33:00,2025-12-26 01:33:00,0
2850,2893,1357,5,2025-12-25 01:30:00,2025-12-25 01:30:00,0
2851,2894,1368,4,2025-12-24 01:27:00,2025-12-24 01:27:00,0
2852,2895,1379,5,2025-12-23 01:24:00,2025-12-23 01:24:00,0
2853,2896,1390,4,2025-12-22 01:21:00,2025-12-22 01:21:00,0
2854,2897,1401,3,2025-12-21 01:18:00,2025-12-21 01:18:00,0
2855,2898,1412,5,2025-12-20 01:15:00,2025-12-20 01:15:00,0
2856,2899,1423,4,2025-12-19 01:12:00,2025-12-19 01:12:00,0
2857,2900,1435,5,2025-12-18 01:09:00,2025-12-18 01:09:00,0
2858,2901,1446,4,2025-12-17 01:06:00,2025-12-17 01:06:00,0
2859,2902,1457,5,2025-12-16 01:03:00,2025-12-16 01:03:00,0
2860,2903,1468,5,2025-12-15 01:00:00,2025-12-15 01:00:00,0
2861,2904,1479,4,2025-12-14 00:57:00,2025-12-14 00:57:00,0
2862,2905,1490,5,2025-12-13 00:54:00,2025-12-13 00:54:00,0
2863,2906,1501,4,2025-12-12 00:51:00,2025-12-12 00:51:00,0
2864,2907,1512,3,2025-12-11 00:48:00,2025-12-11 00:48:00,0
2865,2908,1523,5,2025-12-10 00:45:00,2025-12-10 00:45:00,0
2866,2909,1534,4,2025-12-09 00:42:00,2025-12-09 00:42:00,0
2867,2910,1545,5,2025-12-08 00:39:00,2025-12-08 00:39:00,0
2868,2911,1556,4,2025-12-07 00:36:00,2025-12-07 00:36:00,0
2869,2912,1567,5,2025-12-06 00:33:00,2025-12-06 00:33:00,0
2870,2913,1578,5,2025-12-05 00:30:00,2025-12-05 00:30:00,0
2871,2914,1589,4,2025-12-04 00:27:00,2025-12-04 00:27:00,0
2872,2915,1600,5,2025-12-03 00:24:00,2025-12-03 00:24:00,0
2873,2916,1611,4,2025-12-02 00:21:00,2025-12-02 00:21:00,0
2874,2917,1623,3,2025-12-01 00:18:00,2025-12-01 00:18:00,0
2875,2918,1634,5,2025-11-30 00:15:00,2025-11-30 00:15:00,0
2876,2919,1645,4,2025-11-29 00:12:00,2025-11-29 00:12:00,0
2877,2920,1656,5,2025-11-28 00:09:00,2025-11-28 00:09:00,0
2878,2921,1667,4,2025-11-27 00:06:00,2025-11-27 00:06:00,0
2879,2922,1678,5,2025-11-26 00:03:00,2025-11-26 00:03:00,0
2880,2923,1689,5,2026-03-25 12:00:00,2026-03-25 12:00:00,0
2881,2924,1700,4,2026-03-24 11:57:00,2026-03-24 11:57:00,0
2882,2925,1711,5,2026-03-23 11:54:00,2026-03-23 11:54:00,0
2883,2926,1722,4,2026-03-22 11:51:00,2026-03-22 11:51:00,0
2884,2927,1733,3,2026-03-21 11:48:00,2026-03-21 11:48:00,0
2885,2928,1744,5,2026-03-20 11:45:00,2026-03-20 11:45:00,0
2886,2929,1755,4,2026-03-19 11:42:00,2026-03-19 11:42:00,0
2887,2930,1766,5,2026-03-18 11:39:00,2026-03-18 11:39:00,0
2888,2931,1777,4,2026-03-17 11:36:00,2026-03-17 11:36:00,0
